patcnty1,dsch_yr,disp1,Discharges
Marin,2012,Routine (Home),13785
Marin,2012,SN/IC at another facility,2493
Marin,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,73
Marin,2013,Acute Care at another hospital,591
Marin,2013,Acute Care within the admitting hospital,27
Marin,2013,Died,417
Marin,2013,Home Health Service,3204
Marin,2013,Invalid,1
Marin,2013,Left Against Medical Advice,154
Marin,2013,Other,22
Marin,2013,Other Care (not SN/IC) at another hospital,157
Marin,2013,Other Care with the admitting hospital,99
Marin,2013,Prison/Jail,109
Marin,2013,Residential Care facility,166
Marin,2013,Routine (Home),13247
Marin,2013,SN/IC at another facility,2369
Marin,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,42
Marin,2014,Acute Care at another hospital,473
Marin,2014,Acute Care within the admitting hospital,22
Marin,2014,Died,383
Marin,2014,Home Health Service,2913
Marin,2014,Invalid,3
Marin,2014,Left Against Medical Advice,151
Marin,2014,Other,18
Marin,2014,Other Care (not SN/IC) at another hospital,158
Marin,2014,Other Care with the admitting hospital,79
Marin,2014,Prison/Jail,67
Marin,2014,Residential Care facility,95
Marin,2014,Routine (Home),13144
Marin,2014,SN/IC at another facility,2368
Marin,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,21
Marin,2015,Acute Care,575
Marin,2015,Childrens_or_Cancer,5
Marin,2015,Critical Access Hospital,8
Marin,2015,Died,383
Marin,2015,Home Health Service,2593
Marin,2015,Hospice_Care,360
Marin,2015,Invalid or Blank,4
Marin,2015,Left Against Medical Advice,171
Marin,2015,Not_Defined_Elsewhere,46
Marin,2015,Other,7
Marin,2015,Prison/Jail,52
Marin,2015,Psychiatric_Care,66
Marin,2015,Rehab,142
Marin,2015,Residential Care facility,68
Marin,2015,Routine (Home),13290
Marin,2015,Skilled Nursing/Intermediate Care (SN/IC),2167
Marin,2016,Acute Care,535
Marin,2016,Childrens_or_Cancer,4
Marin,2016,Critical Access Hospital,9
Marin,2016,Died,369
Marin,2016,Home Health Service,3016
Marin,2016,Hospice_Care,398
Marin,2016,Left Against Medical Advice,171
Marin,2016,Not_Defined_Elsewhere,49
Marin,2016,Other,5
Marin,2016,Prison/Jail,67
Marin,2016,Psychiatric_Care,82
Marin,2016,Rehab,153
Marin,2016,Residential Care facility,90
Marin,2016,Routine (Home),13402
Marin,2016,Skilled Nursing/Intermediate Care (SN/IC),2014
Marin,2017,Acute Care,651
Marin,2017,Childrens_or_Cancer,2
Marin,2017,Critical Access Hospital,2
Marin,2017,Died,417
Marin,2017,Home Health Service,3429
Marin,2017,Hospice_Care,436
Marin,2017,Left Against Medical Advice,185
Marin,2017,Not_Defined_Elsewhere,20
Marin,2017,Other,1
Marin,2017,Prison/Jail,78
Marin,2017,Psychiatric_Care,69
Marin,2017,Rehab,120
Marin,2017,Residential Care facility,96
Marin,2017,Routine (Home),13049
Marin,2017,Skilled Nursing/Intermediate Care (SN/IC),1973
Marin,2018,Acute Care,596
Marin,2018,Childrens_or_Cancer,1
Marin,2018,Critical Access Hospital,2
Marin,2018,Died,363
Marin,2018,Home Health Service,3064
Marin,2018,Hospice_Care,349
Marin,2018,Left Against Medical Advice,177
Marin,2018,Not_Defined_Elsewhere,25
Marin,2018,Other,2
Marin,2018,Prison/Jail,83
Marin,2018,Psychiatric_Care,84
Marin,2018,Rehab,144
Marin,2018,Residential Care facility,111
Marin,2018,Routine (Home),12633
Marin,2018,Skilled Nursing/Intermediate Care (SN/IC),1792
Mariposa,2012,Acute Care at another hospital,48
Mariposa,2012,Acute Care within the admitting hospital,8
Mariposa,2012,Died,60
Mariposa,2012,Home Health Service,139
Mariposa,2012,Left Against Medical Advice,8
Mariposa,2012,Other,4
Mariposa,2012,Other Care (not SN/IC) at another hospital,42
Mariposa,2012,Other Care with the admitting hospital,9
Mariposa,2012,Prison/Jail,1
Mariposa,2012,Residential Care facility,2
Mariposa,2012,Routine (Home),1389
Mariposa,2012,SN/IC at another facility,131
Mariposa,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,31
Mariposa,2013,Acute Care at another hospital,49
Mariposa,2013,Acute Care within the admitting hospital,7
Mariposa,2013,Died,42
Mariposa,2013,Home Health Service,156
Mariposa,2013,Left Against Medical Advice,13
Mariposa,2013,Other,5
Mariposa,2013,Other Care (not SN/IC) at another hospital,39
Mariposa,2013,Other Care with the admitting hospital,5
Mariposa,2013,Prison/Jail,2
Mariposa,2013,Residential Care facility,4
Mariposa,2013,Routine (Home),1143
Mariposa,2013,SN/IC at another facility,123
Mariposa,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,29
Mariposa,2014,Acute Care at another hospital,52
Mariposa,2014,Acute Care within the admitting hospital,11
Mariposa,2014,Died,44
Mariposa,2014,Home Health Service,213
Mariposa,2014,Left Against Medical Advice,14
Mariposa,2014,Other,3
Mariposa,2014,Other Care (not SN/IC) at another hospital,38
Mariposa,2014,Other Care with the admitting hospital,7
Mariposa,2014,Prison/Jail,1
Mariposa,2014,Residential Care facility,6
Mariposa,2014,Routine (Home),1109
Mariposa,2014,SN/IC at another facility,134
Mariposa,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,53
Mariposa,2015,Acute Care,51
Mariposa,2015,Childrens_or_Cancer,5
Mariposa,2015,Critical Access Hospital,1
Mariposa,2015,Died,54
Mariposa,2015,Home Health Service,432
Mariposa,2015,Hospice_Care,32
Mariposa,2015,Invalid or Blank,1
Mariposa,2015,Left Against Medical Advice,19
Mariposa,2015,Not_Defined_Elsewhere,9
Mariposa,2015,Other,2
Mariposa,2015,Prison/Jail,1
Mariposa,2015,Psychiatric_Care,2
Mariposa,2015,Rehab,26
Mariposa,2015,Residential Care facility,3
Mariposa,2015,Routine (Home),994
Mariposa,2015,Skilled Nursing/Intermediate Care (SN/IC),209
Mariposa,2016,Acute Care,51
Mariposa,2016,Childrens_or_Cancer,5
Mariposa,2016,Critical Access Hospital,1
Mariposa,2016,Died,60
Mariposa,2016,Home Health Service,183
Mariposa,2016,Hospice_Care,22
Mariposa,2016,Left Against Medical Advice,28
Mariposa,2016,Not_Defined_Elsewhere,8
Mariposa,2016,Other,1
Mariposa,2016,Psychiatric_Care,2
Mariposa,2016,Rehab,27
Mariposa,2016,Residential Care facility,9
Mariposa,2016,Routine (Home),1212
Mariposa,2016,Skilled Nursing/Intermediate Care (SN/IC),216
Mariposa,2017,Acute Care,73
Mariposa,2017,Childrens_or_Cancer,8
Mariposa,2017,Critical Access Hospital,1
Mariposa,2017,Died,42
Mariposa,2017,Home Health Service,204
Mariposa,2017,Hospice_Care,30
Mariposa,2017,Left Against Medical Advice,30
Mariposa,2017,Not_Defined_Elsewhere,5
Mariposa,2017,Prison/Jail,2
Mariposa,2017,Psychiatric_Care,4
Mariposa,2017,Rehab,33
Mariposa,2017,Residential Care facility,3
Mariposa,2017,Routine (Home),1219
Mariposa,2017,Skilled Nursing/Intermediate Care (SN/IC),221
Mariposa,2018,Acute Care,74
Mariposa,2018,Childrens_or_Cancer,6
Mariposa,2018,Died,59
Mariposa,2018,Home Health Service,219
Mariposa,2018,Hospice_Care,32
Mariposa,2018,Left Against Medical Advice,26
Mariposa,2018,Not_Defined_Elsewhere,3
Mariposa,2018,Other,1
Mariposa,2018,Psychiatric_Care,3
Mariposa,2018,Rehab,28
Mariposa,2018,Residential Care facility,3
Mariposa,2018,Routine (Home),1204
Mariposa,2018,Skilled Nursing/Intermediate Care (SN/IC),222
Mendocino,2012,Acute Care at another hospital,324
Mendocino,2012,Acute Care within the admitting hospital,21
Mendocino,2012,Died,188
Mendocino,2012,Home Health Service,831
Mendocino,2012,Invalid,1
Mendocino,2012,Left Against Medical Advice,56
Mendocino,2012,Other,6
Mendocino,2012,Other Care (not SN/IC) at another hospital,72
Mendocino,2012,Other Care with the admitting hospital,28
Mendocino,2012,Prison/Jail,6
Mendocino,2012,Residential Care facility,38
Mendocino,2012,Routine (Home),7110
Mendocino,2012,SN/IC at another facility,673
Mendocino,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,254
Mendocino,2013,Acute Care at another hospital,343
Mendocino,2013,Acute Care within the admitting hospital,24
Mendocino,2013,Died,221
Mendocino,2013,Home Health Service,1148
Mendocino,2013,Invalid,1
Mendocino,2013,Left Against Medical Advice,60
Mendocino,2013,Other,4
Mendocino,2013,Other Care (not SN/IC) at another hospital,93
Mendocino,2013,Other Care with the admitting hospital,36
Mendocino,2013,Prison/Jail,14
Mendocino,2013,Residential Care facility,38
Mendocino,2013,Routine (Home),6541
Mendocino,2013,SN/IC at another facility,715
Mendocino,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,265
Mendocino,2014,Acute Care at another hospital,410
Mendocino,2014,Acute Care within the admitting hospital,20
Mendocino,2014,Died,228
Mendocino,2014,Home Health Service,1161
Mendocino,2014,Invalid,18
Mendocino,2014,Left Against Medical Advice,97
Mendocino,2014,Other,17
Mendocino,2014,Other Care (not SN/IC) at another hospital,95
Mendocino,2014,Other Care with the admitting hospital,37
Mendocino,2014,Prison/Jail,12
Mendocino,2014,Residential Care facility,41
Mendocino,2014,Routine (Home),6270
Mendocino,2014,SN/IC at another facility,770
Mendocino,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,334
Mendocino,2015,Acute Care,420
Mendocino,2015,Childrens_or_Cancer,10
Mendocino,2015,Critical Access Hospital,3
Mendocino,2015,Died,198
Mendocino,2015,Home Health Service,952
Mendocino,2015,Hospice_Care,75
Mendocino,2015,Left Against Medical Advice,92
Mendocino,2015,Not_Defined_Elsewhere,2
Mendocino,2015,Other,15
Mendocino,2015,Prison/Jail,15
Mendocino,2015,Psychiatric_Care,21
Mendocino,2015,Rehab,68
Mendocino,2015,Residential Care facility,18
Mendocino,2015,Routine (Home),6586
Mendocino,2015,Skilled Nursing/Intermediate Care (SN/IC),1034
Mendocino,2016,Acute Care,415
Mendocino,2016,Childrens_or_Cancer,1
Mendocino,2016,Critical Access Hospital,3
Mendocino,2016,Died,235
Mendocino,2016,Home Health Service,938
Mendocino,2016,Hospice_Care,107
Mendocino,2016,Invalid or Blank,3
Mendocino,2016,Left Against Medical Advice,109
Mendocino,2016,Not_Defined_Elsewhere,9
Mendocino,2016,Other,8
Mendocino,2016,Prison/Jail,15
Mendocino,2016,Psychiatric_Care,24
Mendocino,2016,Rehab,64
Mendocino,2016,Residential Care facility,30
Mendocino,2016,Routine (Home),6637
Mendocino,2016,Skilled Nursing/Intermediate Care (SN/IC),1000
Mendocino,2017,Acute Care,458
Mendocino,2017,Childrens_or_Cancer,5
Mendocino,2017,Critical Access Hospital,3
Mendocino,2017,Died,204
Mendocino,2017,Disaster_Care_Site,1
Mendocino,2017,Home Health Service,1005
Mendocino,2017,Hospice_Care,77
Mendocino,2017,Invalid or Blank,4
Mendocino,2017,Left Against Medical Advice,131
Mendocino,2017,Not_Defined_Elsewhere,26
Mendocino,2017,Other,1
Mendocino,2017,Prison/Jail,18
Mendocino,2017,Psychiatric_Care,26
Mendocino,2017,Rehab,62
Mendocino,2017,Residential Care facility,36
Mendocino,2017,Routine (Home),6954
Mendocino,2017,Skilled Nursing/Intermediate Care (SN/IC),968
Mendocino,2018,Acute Care,417
Mendocino,2018,Childrens_or_Cancer,4
Mendocino,2018,Critical Access Hospital,7
Mendocino,2018,Died,184
Mendocino,2018,Home Health Service,1081
Mendocino,2018,Hospice_Care,90
Mendocino,2018,Left Against Medical Advice,138
Mendocino,2018,Not_Defined_Elsewhere,15
Mendocino,2018,Prison/Jail,29
Mendocino,2018,Psychiatric_Care,33
Mendocino,2018,Rehab,93
Mendocino,2018,Residential Care facility,27
Mendocino,2018,Routine (Home),7042
Mendocino,2018,Skilled Nursing/Intermediate Care (SN/IC),864
Merced,2012,Acute Care at another hospital,695
Merced,2012,Acute Care within the admitting hospital,42
Merced,2012,Died,498
Merced,2012,Home Health Service,1289
Merced,2012,Invalid,1
Merced,2012,Left Against Medical Advice,192
Merced,2012,Other,35
Merced,2012,Other Care (not SN/IC) at another hospital,246
Merced,2012,Other Care with the admitting hospital,23
Merced,2012,Prison/Jail,43
Merced,2012,Residential Care facility,132
Merced,2012,Routine (Home),20381
Merced,2012,SN/IC at another facility,1956
Merced,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,116
Merced,2013,Acute Care at another hospital,624
Merced,2013,Acute Care within the admitting hospital,41
Merced,2013,Died,485
Merced,2013,Home Health Service,1668
Merced,2013,Invalid,3
Merced,2013,Left Against Medical Advice,255
Merced,2013,Other,31
Merced,2013,Other Care (not SN/IC) at another hospital,222
Merced,2013,Other Care with the admitting hospital,35
Merced,2013,Prison/Jail,41
Merced,2013,Residential Care facility,92
Merced,2013,Routine (Home),18937
Merced,2013,SN/IC at another facility,1895
Merced,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,104
Merced,2014,Acute Care at another hospital,625
Merced,2014,Acute Care within the admitting hospital,26
Merced,2014,Died,472
Merced,2014,Home Health Service,1717
Merced,2014,Invalid,8
Merced,2014,Left Against Medical Advice,226
Merced,2014,Other,33
Merced,2014,Other Care (not SN/IC) at another hospital,267
Merced,2014,Other Care with the admitting hospital,39
Merced,2014,Prison/Jail,45
Merced,2014,Residential Care facility,79
Merced,2014,Routine (Home),18440
Merced,2014,SN/IC at another facility,1989
Merced,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,72
Merced,2015,Acute Care,460
Merced,2015,Childrens_or_Cancer,317
Merced,2015,Critical Access Hospital,3
Merced,2015,Died,460
Merced,2015,Home Health Service,11225
Merced,2015,Hospice_Care,267
Merced,2015,Invalid or Blank,12
Merced,2015,Left Against Medical Advice,499
Merced,2015,Not_Defined_Elsewhere,40
Merced,2015,Other,8
Merced,2015,Prison/Jail,47
Merced,2015,Psychiatric_Care,63
Merced,2015,Rehab,121
Merced,2015,Residential Care facility,86
Merced,2015,Routine (Home),11302
Merced,2015,Skilled Nursing/Intermediate Care (SN/IC),2037
Merced,2016,Acute Care,489
Merced,2016,Childrens_or_Cancer,290
Merced,2016,Critical Access Hospital,22
Merced,2016,Died,525
Merced,2016,Home Health Service,1859
Merced,2016,Hospice_Care,258
Merced,2016,Invalid or Blank,1
Merced,2016,Left Against Medical Advice,657
Merced,2016,Not_Defined_Elsewhere,136
Merced,2016,Other,7
Merced,2016,Prison/Jail,39
Merced,2016,Psychiatric_Care,42
Merced,2016,Rehab,173
Merced,2016,Residential Care facility,41
Merced,2016,Routine (Home),21428
Merced,2016,Skilled Nursing/Intermediate Care (SN/IC),2076
Merced,2017,Acute Care,665
Merced,2017,Childrens_or_Cancer,331
Merced,2017,Critical Access Hospital,11
Merced,2017,Died,487
Merced,2017,Home Health Service,2055
Merced,2017,Hospice_Care,335
Merced,2017,Left Against Medical Advice,793
Merced,2017,Not_Defined_Elsewhere,18
Merced,2017,Other,1
Merced,2017,Prison/Jail,45
Merced,2017,Psychiatric_Care,71
Merced,2017,Rehab,173
Merced,2017,Residential Care facility,94
Merced,2017,Routine (Home),22085
Merced,2017,Skilled Nursing/Intermediate Care (SN/IC),2364
Merced,2018,Acute Care,617
Merced,2018,Childrens_or_Cancer,359
Merced,2018,Critical Access Hospital,12
Merced,2018,Died,486
Merced,2018,Home Health Service,2438
Merced,2018,Hospice_Care,356
Merced,2018,Left Against Medical Advice,784
Merced,2018,Not_Defined_Elsewhere,17
Merced,2018,Other,6
Merced,2018,Prison/Jail,49
Merced,2018,Psychiatric_Care,46
Merced,2018,Rehab,160
Merced,2018,Residential Care facility,100
Merced,2018,Routine (Home),21376
Merced,2018,Skilled Nursing/Intermediate Care (SN/IC),2467
Modoc,2012,Acute Care at another hospital,48
Modoc,2012,Acute Care within the admitting hospital,11
Modoc,2012,Died,41
Modoc,2012,Home Health Service,13
Modoc,2012,Left Against Medical Advice,10
Modoc,2012,Other,1
Modoc,2012,Other Care (not SN/IC) at another hospital,6
Modoc,2012,Other Care with the admitting hospital,2
Modoc,2012,Prison/Jail,2
Modoc,2012,Residential Care facility,4
Modoc,2012,Routine (Home),508
Modoc,2012,SN/IC at another facility,48
Modoc,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,50
Modoc,2013,Acute Care at another hospital,28
Modoc,2013,Acute Care within the admitting hospital,12
Modoc,2013,Died,30
Modoc,2013,Home Health Service,11
Modoc,2013,Left Against Medical Advice,11
Modoc,2013,Other Care (not SN/IC) at another hospital,5
Modoc,2013,Prison/Jail,1
Modoc,2013,Residential Care facility,5
Modoc,2013,Routine (Home),453
Modoc,2013,SN/IC at another facility,26
Modoc,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,62
Modoc,2014,Acute Care at another hospital,27
Modoc,2014,Acute Care within the admitting hospital,8
Modoc,2014,Died,38
Modoc,2014,Home Health Service,9
Modoc,2014,Invalid,20
Modoc,2014,Left Against Medical Advice,4
Modoc,2014,Other,6
Modoc,2014,Other Care (not SN/IC) at another hospital,7
Modoc,2014,Other Care with the admitting hospital,1
Modoc,2014,Prison/Jail,1
Modoc,2014,Residential Care facility,3
Modoc,2014,Routine (Home),388
Modoc,2014,SN/IC at another facility,36
Modoc,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,38
Modoc,2015,Acute Care,45
Modoc,2015,Died,49
Modoc,2015,Home Health Service,11
Modoc,2015,Hospice_Care,7
Modoc,2015,Left Against Medical Advice,9
Modoc,2015,Not_Defined_Elsewhere,1
Modoc,2015,Psychiatric_Care,1
Modoc,2015,Rehab,1
Modoc,2015,Routine (Home),452
Modoc,2015,Skilled Nursing/Intermediate Care (SN/IC),85
Modoc,2016,Acute Care,30
Modoc,2016,Childrens_or_Cancer,4
Modoc,2016,Died,43
Modoc,2016,Home Health Service,13
Modoc,2016,Hospice_Care,2
Modoc,2016,Left Against Medical Advice,13
Modoc,2016,Not_Defined_Elsewhere,1
Modoc,2016,Prison/Jail,1
Modoc,2016,Psychiatric_Care,3
Modoc,2016,Rehab,2
Modoc,2016,Routine (Home),456
Modoc,2016,Skilled Nursing/Intermediate Care (SN/IC),63
Modoc,2017,Acute Care,23
Modoc,2017,Childrens_or_Cancer,1
Modoc,2017,Critical Access Hospital,1
Modoc,2017,Died,36
Modoc,2017,Home Health Service,10
Modoc,2017,Hospice_Care,4
Modoc,2017,Left Against Medical Advice,7
Modoc,2017,Rehab,1
Modoc,2017,Routine (Home),436
Modoc,2017,Skilled Nursing/Intermediate Care (SN/IC),76
Modoc,2018,Acute Care,44
Modoc,2018,Childrens_or_Cancer,6
